Word,Simplified grammatical category,Concretenes,Subjective Frequency,Imagery,AoA,Log frequency,Frequency
atritar,v,4.31,2.94,4.32,6.99,2.77,16.00
atrofiar,v,3.94,2.92,4.09,7.40,4.04,57.00
atropelar,v,4.42,3.49,4.40,4.61,7.26,1427.00
atualizar,v,3.78,3.99,3.81,7.19,8.27,3906.00
atuar,v,4.14,4.22,4.42,6.29,10.62,40802.00
atulhar,v,4.44,2.81,4.43,6.98,2.89,18.00
aturar,v,3.14,3.79,3.54,5.56,7.15,1277.00
aturdir,v,4.08,2.82,4.15,7.31,3.14,23.00
auditar,v,4.09,2.53,4.08,7.42,5.47,238.00
auferir,v,3.71,2.94,3.59,7.82,6.65,774.00
aumentar,v,3.44,4.89,3.55,5.00,11.56,104682.00
auscultar,v,3.90,3.14,3.79,8.04,6.19,490.00
ausentar-se,v,3.55,2.79,3.74,7.44,5.79,328.00
autenticar,v,4.21,2.81,4.33,7.19,6.00,402.00
autografar,v,5.03,3.37,4.99,5.80,5.88,357.00
automatizar,v,3.40,3.02,3.67,7.18,6.02,412.00
autorizar,v,3.00,3.76,2.79,7.35,9.52,13687.00
autuar,v,4.36,2.84,4.41,7.79,5.41,224.00
avacalhar,v,3.98,3.18,4.35,7.38,3.58,36.00
avaliar,v,3.60,4.72,3.62,6.78,10.68,43465.00
avalizar,v,3.05,2.47,2.82,8.66,5.71,303.00
avançar,v,3.42,4.51,3.65,5.97,10.69,43729.00
avariar,v,4.39,2.92,4.50,6.48,4.64,104.00
avassalar,v,4.09,2.71,4.13,7.04,2.77,16.00
aventar,v,3.21,2.46,3.16,8.28,4.80,121.00
aventurar,v,4.05,3.54,4.71,5.71,7.07,1171.00
averbar,v,4.00,2.51,4.00,7.14,5.25,190.00
averiguar,v,3.89,3.96,3.74,7.87,8.53,5062.00
avermelhar,v,4.29,3.09,4.33,7.25,2.40,11.00
aviar,v,3.90,3.58,4.20,5.89,5.12,167.00
aviltar,v,3.15,2.51,3.40,7.76,4.26,71.00
avisar,v,4.29,4.66,4.63,4.62,9.13,9234.00
avistar,v,4.43,3.19,4.51,5.10,7.52,1839.00
avivar,v,2.91,2.98,3.78,7.29,5.80,330.00
avizinhar,v,3.74,2.49,3.76,8.90,3.93,51.00
avocar,v,3.68,2.32,3.53,7.51,4.69,109.00
avolumar,v,3.46,2.76,3.61,7.98,5.92,373.00
avultar,v,4.02,2.92,4.17,6.66,4.03,56.00
azarar,v,4.28,3.05,4.51,6.95,3.85,47.00
azedar,v,3.38,3.25,3.93,6.96,5.40,221.00
azeitar,v,4.29,2.80,4.25,6.79,3.33,28.00
azucrinar,v,3.87,3.05,4.03,6.63,3.43,31.00
azular,v,4.46,2.68,4.38,7.36,2.71,15.00
azulejar,v,4.47,2.41,4.17,7.63,4.62,102.00
babar,v,5.02,3.15,4.94,5.77,6.13,461.00
bacharelar-se,v,4.42,2.81,4.44,6.99,3.30,27.00
badalar,v,3.98,2.82,4.26,5.92,4.99,147.00
bafejar,v,3.70,2.81,3.89,6.66,3.47,32.00
bagunçar,v,4.13,3.70,4.69,5.85,5.88,357.00
bailar,v,4.07,2.67,4.30,7.00,6.17,479.00
baixar,v,3.85,4.78,4.04,4.74,9.63,15164.00
bajular,v,3.94,3.13,4.20,6.97,5.49,243.00
balançar,v,4.73,3.81,4.87,5.05,8.36,4280.00
balancear,v,3.84,3.05,3.85,6.85,5.99,400.00
balbuciar,v,3.90,2.87,3.90,7.25,5.38,217.00
baldear,v,4.57,2.27,4.46,6.86,3.40,30.00
balear,v,4.33,2.44,4.06,7.64,5.38,216.00
balir,v,4.36,2.59,4.20,7.42,3.30,27.00
balizar,v,3.12,2.68,3.38,7.99,5.63,279.00
balouçar,v,4.39,2.68,4.28,7.61,3.61,37.00
bambear,v,4.36,2.73,4.35,7.27,2.83,17.00
bambolear,v,3.82,2.71,3.94,7.20,3.47,32.00
banalizar,v,2.92,2.67,3.20,7.25,5.72,305.00
bancar,v,3.87,3.65,4.02,6.07,7.91,2728.00
bandear,v,4.15,2.79,4.33,7.53,3.09,22.00
banhar,v,4.81,3.43,5.12,5.63,6.18,485.00
banir,v,3.41,3.08,3.89,6.23,7.43,1678.00
banquetear,v,4.20,3.10,4.33,7.37,2.89,18.00
baquear,v,4.31,2.64,4.38,7.79,3.66,39.00
baralhar,v,3.59,3.27,3.86,6.62,6.53,686.00
baratear,v,4.09,2.58,3.88,7.83,5.96,388.00
barbarizar,v,4.38,2.84,4.38,6.90,2.77,16.00
barbear,v,5.39,3.59,5.11,4.74,7.22,1360.00
barrar,v,3.48,3.06,3.52,8.32,8.10,3286.00
basear,v,3.06,3.45,3.19,7.81,8.24,3808.00
bastar,v,3.31,3.28,3.52,6.04,6.62,748.00
batalhar,v,3.46,3.12,4.03,6.44,7.11,1230.00
bater,v,5.22,5.40,5.52,2.29,10.60,40011.00
batizar,v,4.28,2.82,4.25,5.88,6.88,977.00
batucar,v,4.47,3.02,4.71,6.92,4.99,147.00
beatificar,v,4.35,2.39,4.25,7.32,3.85,47.00
